folio,unidad,trimestre,region,ciudad,punto,turno,sexo,edad,nacio,cruzar,trabajar,estuvo,p1,p1_1,p1_2,p1_2_1,p1_2_2_1,p1_2_2_2,p1_3,p2,p2_1,p3a,p3n,p4,p4_1,p5,p6,p6_1,p7,p7_1_1,p7_1_2,p7_1_3,p7_2,p7_3,p8,p8_1d,p8_1m,p8_1u,p8_1_1,p8_2e,p8_2m,p8_2l,p8_2u,p9,p9_1,p9_2,p9_2_1,p9_4,p9_5,p9_6_1,p9_6_2,p9_6_3,p9_6_4,p9_6_5,p9_6_6,p9_6_7,p9_7,p9_8,p9_9c,p9_9u,p9_9t,p9_10,p9_11,p9_11_1_1,p9_11_1_2,p9_12,p9_13,p9_14,p9_15_1,p9_15_2,p10,p11,p12,p13,p13_1,p13_2,p14,p14_1,p14_2,p15,p16,p16_1,p16_2,p16_3,p16_4,p17,p17_1f,p17_1p,p17_1u,p17_2e,p17_2m,p17_3,p18,p18_1,p18_2,p18_2_1,p18_2_2c,p18_2_2t,p19c,p19t,p20,p20_1c,p20_1t,p20_2,p21,p21_1c,p21_1t,p22c,p22t,p23,p24m,p24a,p25_1,p25_1_1,p25_2,p25_2_1,p25_3,p25_3_1,p26,p26_1,p26_2,p27,p28,p28_1f,p28_1p,p28_1u,p28_2e,p28_2m,p28_4,p28_5,p28_6,p28_7_1,p28_7_2,p28_7_3,p28_7_4,p28_7_5,p28_7_6,p28_7_7,p28_8,p28_9,p28_10c,p28_10u,p28_10t,p28_10_1,p28_11,p28_12,p29,p30,p31,nivel,oficio_mx,filtro,estrato,upm,ponfin3
599511,112211,4,1,4,1,2,1,19,2,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,1,3,2,-8,1,6,1,-9,2,0,2,0,1,1,2,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,611,2,2,2,2,2,2,2,2,5,6,200,4,2,111,2,-18,-18,1,1,2,1,96,3,9999997,1,2,-20,-20,2,-22,5,1,4,-24,-24,-24,-24,97,999999997,-26,97,97,99997,2,1,7,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,3,0, ,4012,4012112211,34.6929752982643
600011,112211,4,1,4,1,2,1,27,19,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,5,1,-9,4,99,99,99,2,1,19,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,712,2,2,2,2,2,2,2,2,9,6,400,2,5,236,1,8,96,2,1,2,1,96,3,1705099,5,2,-20,-20,1,97,-23,1,5,1,1,2,97,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,5,2,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,2,0, ,4012,4012112211,6.93859505965285
600310,142210,4,1,1,3,3,2,31,56,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,2,2,-8,2,1,2,1,3,1,2,0,1,2,56,-11,-11,-11,-11,-11,-11,-11,-11,2,5,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,4,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,1,2,48,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,1033,1033142210,4.89520540153552
600410,142210,4,1,1,3,3,1,35,56,1,1,-4,2,2,0,-6,-6,-6,-6,2,2,3,2,-8,2,1,1,-9,3,99,99,99,1,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,4,1,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,1,2,48,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,1033,1033142210,10.3031703848631
600411,112211,4,1,4,1,2,1,17,2,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,1,1,2,2,2,0,2,0,1,1,2,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,721,1,1,1,1,1,2,2,2,10,6,1800,4,3,811,2,-18,-18,2,1,2,1,96,3,9999997,1,2,-20,-20,1,6,-23,1,5,1,2,1,48,-25,-25,-25,-25,-25,-25,1,1,7,1,2,-30,-30,2,5,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,4012,4012112211,83.2631407158342
601211,102211,4,1,4,1,2,2,36,2,99,1,-4,2,2,2,1,3,1,0,2,2,3,2,-8,1,5,1,-9,3,2,1,0,1,1,2,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,8,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,4,1,99,9999997,1,1,3,1,-21,-21,-21,1,5,97,2,2,97,-25,-25,-25,-25,-25,-25,1,1,7,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,3,0, ,4012,4012102211,22.8980722125106
601510,142210,4,1,1,3,3,1,38,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,1,1,-9,5,99,99,99,2,1,1,9,917,2,2,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,0,1217001,1,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,1,70890219,-26,1,7,7089,2,1,1,1,1,3,6,1,5,36,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,3,0,1,1033,1033142210,11.5153081379822
602111,102211,4,1,4,1,2,1,20,2,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,1,1,1,-9,1,-10,-10,-10,-10,-10,2,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,263,2,1,1,1,2,2,2,2,12,6,1500,4,2,811,1,8,96,2,2,2,1,2,3,1705099,1,2,-20,-20,1,97,-23,1,4,-24,-24,-24,-24,97,999999997,-26,97,97,99997,2,1,7,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,3,0, ,4012,4012102211,13.907341072277
602510,142210,4,1,1,3,3,1,37,56,1,1,-4,2,8,0,-6,-6,-6,-6,2,2,3,3,-8,2,1,1,-9,4,1,3,0,2,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,36,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1033,1033142210,4.84855101247621
602710,142210,4,1,1,3,3,1,25,56,1,1,-4,2,4,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,2,2,6,2,4,0,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,4,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,8,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1033,1033142210,4.84855101247621
603010,142210,4,1,1,3,3,1,20,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,4,2,2,0,2,2,1,5,501,2,2,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,1,1217001,1,2,-20,-20,2,-22,1,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,2,1,6,1,1,3,5,1,5,3,-33,-33,-33,3,1,5,1,5,2022,9,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,521,2,2,1,2,2,2,2,2,2,8,6,250,1,2,1,812,2,2,-45,2,3,7,1,1033,1033142210,203.639129091131
603110,142210,4,1,1,3,3,1,27,47,1,1,-4,2,4,0,-6,-6,-6,-6,2,2,3,3,-8,2,5,1,-9,7,1,5,1,3,1,47,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,48,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1033,1033142210,18.8554746670886
603411,132211,4,1,3,2,2,1,36,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,4,1,1,2,5,1,-9,4,2,2,0,2,1,1,9,902,99,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,2,-27,71020001,1,7,7102,2,1,1,1,2,-30,-30,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,0,1,3022,3022132211,5.22328488213807
603510,142210,4,1,1,3,3,2,34,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,0,0,2,2,6,2,2,7,2,5,0,2,2,1,12,1221,1,2,-13,-13,-13,-13,1,-14,2,4,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,0,1217001,1,1,2,2,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,70890001,2,7,7089,2,1,5,1,1,2,6,1,5,48,-33,-33,-33,12,1,5,1,5,2018,9,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70890001,2,7,7089,511,2,2,1,1,2,2,2,2,2,8,6,2000,1,4,1,814,2,2,-45,2,0,7,1,1033,1033142210,4.89520540153552
603511,132211,4,1,3,2,2,1,36,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,5,1,1,2,5,1,-9,4,1,3,0,2,1,1,13,1310,99,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,1,8,96,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,2,-27,71080001,2,7,7108,1,1,2,1,2,-30,-30,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,0,1,3022,3022132211,5.22328488213807
604011,132211,4,1,3,2,2,2,18,1,1,1,-4,2,5,0,-6,-6,-6,-6,1,1,6,1,1,2,6,2,2,8,1,7,0,5,2,1,9,911,99,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,2,2,5,1,1,2,34,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,20,2,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,2,0, ,3022,3022132211,5.72099204813374
604210,142210,4,1,1,3,3,1,30,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,6,1,5,0,2,2,1,6,601,2,2,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,2,2,2,2,96,1,1217001,1,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,2,-27,70400001,2,7,7040,2,1,2,1,2,-30,-30,2,5,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,3,0,1,1033,1033142210,7.61915070535031
604211,132211,4,1,3,2,2,1,30,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,3,1,1,2,5,1,-9,4,2,2,0,1,1,1,13,1319,1,1,-13,-13,-13,-13,2,2,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,1,96,0,1312047,1,2,-20,-20,2,-22,2,2,4,-24,-24,-24,-24,1,70510506,-26,1,7,7051,2,1,8,1,2,-30,-30,2,5,10,-33,-33,-33,4,3,5,2,5,2016,9,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70510506,-43,1,7,7051,911,2,2,1,1,2,2,2,2,2,8,6,250,1,2,1,111,2,2,-45,2,1,1,1,3022,3022132211,16.7145098246619
604510,142210,4,1,1,3,3,1,31,16,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,0,0,2,2,1,1,-9,5,2,3,0,2,1,16,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,1,1,1217001,5,2,-20,-20,2,-22,2,1,5,5,2,2,48,-25,-25,-25,-25,-25,-25,1,1,2,2,-29,-29,-29,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,0,0, ,1033,1033142210,4.84855101247621
604511,132211,4,1,3,2,2,1,37,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,5,1,-9,4,1,3,0,2,1,1,13,1301,1,1,-13,-13,-13,-13,1,-14,1,-16,731,1,1,2,2,2,2,2,2,9,6,2300,3,5,337,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,1,2,-23,2,4,-24,-24,-24,-24,2,-27,70340053,1,7,7034,1,1,4,1,2,-30,-30,7,1,888,10,6,1,-34,-34,-34,5,1,2012,-36,-36,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340001,2,7,7034,731,1,2,1,2,2,2,2,2,2,6,1,99999,99,99,1,337,2,2,-45,2,3,2,1,3022,3022132211,62.679413448
604610,142210,4,1,1,3,3,1,42,56,1,1,-4,2,3,0,-6,-6,-6,-6,2,2,3,4,-8,2,1,1,-9,7,2,5,0,3,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,2,1,5,1,2,2,21,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,5,0, ,1033,1033142210,8.08091800969446
604611,132211,4,1,3,2,2,1,42,56,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,1,2,-8,2,2,1,-9,1,-10,-10,-10,-10,-10,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,1,-16,313,1,1,2,2,2,2,2,2,8,6,999999,99,99,463,2,-18,-18,1,2,2,1,96,0,1312047,5,2,-20,-20,1,6,-23,1,5,1,2,2,46,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,3,0, ,3022,3022132211,26.1164218418619
604711,132211,4,1,3,2,2,2,29,1,1,1,-4,2,2,0,-6,-6,-6,-6,1,1,3,2,-8,2,6,2,2,6,2,3,1,3,2,1,13,1325,99,1,-13,-13,-13,-13,1,-14,2,6,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,1,2,2,2,96,0,1312047,1,1,2,1,-21,-21,-21,2,4,-24,-24,-24,-24,2,-27,230050001,2,23,23005,1,1,6,1,2,-30,-30,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,3,0,1,3022,3022132211,5.72099204813374
604910,142210,4,1,1,3,3,1,27,56,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,3,3,-8,2,5,1,-9,4,2,2,0,2,1,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,4,1,1217001,5,2,-20,-20,2,-22,1,2,5,5,1,2,22,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1033,1033142210,14.5456520041309
604911,132211,4,1,3,2,2,1,24,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,2,2,3,2,-8,2,6,2,2,5,1,4,0,3,2,1,11,1101,99,1,-13,-13,-13,-13,1,-14,1,-16,321,3,1,2,2,2,2,2,2,12,6,0,0,0,721,2,-18,-18,1,2,2,6,96,0,1312047,3,1,2,1,-21,-21,-21,1,4,-24,-24,-24,-24,2,-27,230050001,2,23,23005,1,2,-28,-28,-28,-28,-28,1,5,12,-33,-33,-33,2,6,5,1,5,2010,1,2022,2,-37,2,-38,2,-39,2,-40,-40,2,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,-41,2,-45,2,3,0, ,3022,3022132211,104.465688651862
605011,132211,4,1,3,2,2,1,29,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,4,1,1,2,5,1,-9,4,1,3,0,2,1,1,13,1304,99,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,1,70300017,-26,1,7,7030,1,1,1,1,2,-30,-30,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,1,0,1,3022,3022132211,5.22328488213807
605211,132211,4,1,3,2,2,2,39,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,4,1,1,2,5,1,-9,3,1,2,0,1,1,1,13,1311,99,1,-13,-13,-13,-13,1,-14,2,3,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,1,8,96,2,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,1,4,-24,-24,-24,-24,2,-27,70340001,2,7,7034,1,1,1,1,1,10,5,2,5,2,-33,-33,-33,2,5,5,5,5,2022,99,9999,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70340001,2,7,7034,611,1,2,1,1,2,2,2,2,2,10,6,3800,1,4,1,111,2,2,-45,2,1,1,1,3022,3022132211,5.72099204813374
605411,132211,4,1,3,2,2,1,40,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,6,1,1,2,5,1,-9,4,1,3,0,2,1,1,3,314,99,1,-13,-13,-13,-13,1,-14,1,-16,524,1,2,2,1,2,2,2,2,10,6,2800,3,5,561,1,8,96,2,2,2,2,96,0,1312047,5,2,-20,-20,2,-22,2,1,5,1,2,2,53,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,2,3,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,2,2,0, ,3022,3022132211,18.2814951608619
605810,142210,4,1,1,3,3,1,24,56,1,1,-4,2,1,0,-6,-6,-6,-6,2,2,3,3,-8,2,6,2,2,7,2,5,0,2,2,56,-11,-11,-11,-11,-11,-11,-11,-11,1,-14,2,2,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,-17,2,-18,-18,2,2,2,2,96,1,1217001,5,2,-20,-20,2,-22,1,1,5,1,2,2,6,-25,-25,-25,-25,-25,-25,1,2,-28,-28,-28,-28,-28,777,7,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,4,0, ,1033,1033142210,8.08091800969446
605811,132211,4,1,3,2,2,2,23,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,2,1,1,2,6,2,2,6,1,5,0,4,2,1,9,913,99,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,3,2,4,-24,-24,-24,-24,2,-27,70190001,2,7,7019,2,1,8,1,2,-30,-30,4,5,6,-33,-33,-33,2,1,5,4,5,2019,7,2022,2,-37,2,-38,2,-39,2,-40,-40,1,2,-42,70190001,2,7,7019,961,2,2,1,1,2,2,2,2,2,8,6,300,1,2,1,814,2,2,-45,2,1,6,1,3022,3022132211,74.3728909985337
605911,132211,4,1,3,2,2,1,25,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,5,1,1,2,6,2,2,5,0,5,0,4,2,1,13,1304,1,1,-13,-13,-13,-13,2,1,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,-15,2,-18,-18,1,2,2,2,96,0,1312047,1,2,-20,-20,2,-22,2,2,5,1,1,2,12,-25,-25,-25,-25,-25,-25,2,2,-28,-28,-28,-28,-28,20,2,0,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,-31,2,-45,1,1,0, ,3022,3022132211,5.22328488213807
606011,132211,4,1,3,2,2,1,46,1,1,1,-4,1,-5,-5,-5,-5,-5,-5,1,1,0,0,1,2,1,1,-9,5,1,4,0,2,1,1,13,1326,1,1,-13,-13,-13,-13,1,-14,1,-16,611,2,1,2,2,2,2,2,2,8,6,75,3,2,111,1,4,96,1,2,2,2,96,0,1312047,1,1,2,1,-21,-21,-21,2,4,-24,-24,-24,-24,1,70340227,-26,1,7,7034,1,1,1,1,1,8,6,777,7,8,-33,-33,-33,1,1,6,5,5,2014,3,2022,2,-37,2,-38,2,-39,2,-40,-40,1,1,70300017,-43,1,7,7030,611,2,2,1,1,2,2,2,2,2,8,6,150,1,2,1,111,2,2,-45,2,0,1,1,3022,3022132211,60.0677716491381
